Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Ruan G.; Hua J.; Hu X.; Yu C.,"Ruan, Guanqiang (55454400200); Hua, Jing (59625972000); Hu, Xing (36969176400); Yu, Changqing (57454688500)",55454400200; 59625972000; 36969176400; 57454688500,Study on the influence of magnetic field on the performance of lithium-ion batteries,2022,13,10.1016/j.egyr.2022.02.095,https://www.scopus.com/pages/publications/85125013143?origin=resultslist,passed_stage1,"charge, capacity, discharge, voltage, curve",passed_stage2,"capacity, discharge",relevant
Takrouri M.A.; Idris N.R.N.; Aziz M.J.A.; Ayop R.; Low W.Y.,"Takrouri, Mohammad Al (57376305800); Idris, Nik Rumzi Nik (6603916221); Aziz, Mohd Junaidi Abdul (14036974500); Ayop, Razman (57193828123); Low, Wen Yao (55347831400)",57376305800; 6603916221; 14036974500; 57193828123; 55347831400,Refined power follower strategy for enhancing the performance of hybrid energy storage systems in electric vehicles,2025,10,10.1016/j.rineng.2025.103960,https://www.scopus.com/pages/publications/85214288663?origin=resultslist,passed_stage1,"current, voltage",passed_stage2,"voltage, current",relevant
Le Q.D.; Lam Q.M.; Huynh M.N.; Nguyen H.H.; Duong V.T.,"Le, Quoc Dan (58939646600); Lam, Quoc Minh (58119417800); Huynh, Minh Nhat (58119668300); Nguyen, Huy Hung (57221326336); Duong, Van Tu (56039581100)",58939646600; 58119417800; 58119668300; 57221326336; 56039581100,Hardware-in-the-Loop simulation for online identification of lithium-ion battery model parameters and state of charge estimation,2025,12,10.1016/j.rineng.2025.104509,https://www.scopus.com/pages/publications/86000155453?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,"charge, discharge, current",relevant
Abdelrahman N.S.; Lalwani S.; Hong S.; Choi D.S.; Kim J.-K.; AlMarzooqi F.,"Abdelrahman, Nour S. (57772492700); Lalwani, Shubra (56377748400); Hong, Seunghyun (57201556103); Choi, Daniel S. (7401643529); Kim, Jang-Kyo (57218361334); AlMarzooqi, Faisal (56067639500)",57772492700; 56377748400; 57201556103; 7401643529; 57218361334; 56067639500,Nanocarbon materials for lithium-ion battery anodes: Review,2025,13,10.1016/j.est.2025.117350,https://www.scopus.com/pages/publications/105007878374?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, plot, current, voltage, specific capacity",passed_stage2,"charge, capacity, discharge, curve, current, voltage, specific capacity",relevant
Haworth A.R.; Cook C.W.; Griffin J.M.,"Haworth, Abby R. (57191413359); Cook, Chris W. (57945281500); Griffin, John M. (14622502700)",57191413359; 57945281500; 14622502700,Solid-state NMR studies of coatings and interfaces in batteries,2022,14,10.1016/j.cocis.2022.101638,https://www.scopus.com/pages/publications/85140804088?origin=resultslist,passed_stage1,discharge,passed_stage2,current,relevant
Moy K.; Ganapathi D.; Geslin A.; Chueh W.; Onori S.,"Moy, Kevin (57192252158); Ganapathi, Devi (57200511686); Geslin, Alexis (58166270900); Chueh, William (15019034300); Onori, Simona (35092798000)",57192252158; 57200511686; 58166270900; 15019034300; 35092798000,Synthetic duty cycles from real-world autonomous electric vehicle driving,2023,12,10.1016/j.xcrp.2023.101536,https://www.scopus.com/pages/publications/85167991079?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Jafari S.; Kim J.; Byun Y.-C.,"Jafari, Sadiqa (57224085348); Kim, Jisoo (57203325129); Byun, Yung-Cheol (8897891700)",57224085348; 57203325129; 8897891700,A novel fusion-based deep learning approach with PSO and explainable AI for batteries State of Charge estimation in Electric Vehicles,2024,13,10.1016/j.egyr.2024.09.010,https://www.scopus.com/pages/publications/85204234650?origin=resultslist,passed_stage1,"capacity, voltage, current",passed_stage2,"capacity, voltage, current",relevant
Lin J.; Zhao S.; Tranter T.G.; Zhang Z.; Peng F.; Brett D.; Jervis R.; Shearing P.R.,"Lin, Jie (57061011400); Zhao, Siyu (57215220056); Tranter, Thomas G. (56441331600); Zhang, Zhenyu (57218592098); Peng, Fei (58093859300); Brett, Dan (13805905800); Jervis, Rhodri (56110123700); Shearing, Paul R. (24178516700)",57061011400; 57215220056; 56441331600; 57218592098; 58093859300; 13805905800; 56110123700; 24178516700,Modelling and experimental investigation of Nb2O5 as a high-rate battery anode material,2023,13,10.1016/j.electacta.2023.141983,https://www.scopus.com/pages/publications/85147545851?origin=resultslist,passed_stage1,"charge, capacity, discharge, current, voltage, specific capacity",passed_stage2,current,relevant
Sun D.; Tang C.; Li H.; Zhang X.; Zhu G.; Huang Z.-D.; Du A.; Zhang H.,"Sun, Daoguang (57226744585); Tang, Cheng (57203928976); Li, Haitao (57188679752); Zhang, Xinlin (56201190700); Zhu, Guanjia (57205421321); Huang, Zhen-Dong (55649391500); Du, Aijun (8974299300); Zhang, Haijiao (57204318925)",57226744585; 57203928976; 57188679752; 56201190700; 57205421321; 55649391500; 8974299300; 57204318925,Spatially confined synthesis of TiNb2O7 quantum dots onto mesoporous carbon and Ti3C2TX MXene for boosting lithium storage,2025,13,10.1016/j.gee.2024.03.004,https://www.scopus.com/pages/publications/85189022159?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, current, curve",passed_stage2,discharge,relevant
Talebizadehsardari P.; Hosseinzadeh K.; Mohammed H.I.; Maarof H.A.; Rashid F.L.; Togun H.; Biswas N.; Al Miaari A.; Ali H.M.; La Rocca A.; Sen S.; Cairns A.,"Talebizadehsardari, Pouyan (57208746088); Hosseinzadeh, Khashayar (60236476700); Mohammed, Hayder I. (57195601183); Maarof, Hiwa Abdlla (58164340000); Rashid, Farhan Lafta (55386885600); Togun, Hussein (36638687200); Biswas, Nirmalendu (57193051361); Al Miaari, Ahmad (57222103874); Ali, Hafiz Muhammad (55749198400); La Rocca, Antonino (8358025500); Sen, Surojit (57206253265); Cairns, Alasdair (24830362900)",57208746088; 60236476700; 57195601183; 58164340000; 55386885600; 36638687200; 57193051361; 57222103874; 55749198400; 8358025500; 57206253265; 24830362900,Phase change materials in thermal management of Li-ion batteries: A state-of-the-art review,2026,11,10.1016/j.est.2025.119782,https://www.scopus.com/pages/publications/105024714870?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, current, voltage",passed_stage2,"cycle life, discharge, impedance, current, voltage",relevant
Mohamed M.A.A.; Du Gard J.; Yu T.F.; Grandjean T.,"Mohamed, Mohamed A.A. (57206899578); Du Gard, Joseph (59699061500); Yu, Tung Fai (57204834981); Grandjean, Thomas (36561326900)",57206899578; 59699061500; 57204834981; 36561326900,Improving dynamic parameter estimation in electric vehicle batteries: A comparative study of FFRLS methods with Open Circuit Voltage assumptions,2025,13,10.1016/j.est.2025.116163,https://www.scopus.com/pages/publications/105000433106?origin=resultslist,passed_stage1,"current, discharge, voltage",passed_stage2,"voltage, current",relevant
Ma L.; Li Y.; Zhang T.; Tian J.; Guo Q.; Guo S.; Hu C.; Chung C.Y.,"Ma, Liang (58449697300); Li, Yannan (59418292800); Zhang, Tieling (10640327800); Tian, Jinpeng (57191632323); Guo, Qinghua (55327517200); Guo, Shanshan (55570955700); Hu, Chunsheng (55804070300); Chung, Chi Yung (7403613419)",58449697300; 59418292800; 10640327800; 57191632323; 55327517200; 55570955700; 55804070300; 7403613419,Trustworthy battery state of charge estimation enabled by multi-task deep learning,2025,10,10.1016/j.energy.2025.136264,https://www.scopus.com/pages/publications/105003140234?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,"voltage, current",relevant
Wodyk S.; Wieczorek M.; Witaszek P.; Poliszkiewicz R.,"Wodyk, Sebastian (57211029161); Wieczorek, Maciej (57193341867); Witaszek, Paweł (58293706700); Poliszkiewicz, Rafał (58293963000)",57211029161; 57193341867; 58293706700; 58293963000,Design and control of the hybrid lithium-ion/lead–acid battery,2023,13,10.1016/j.egyr.2023.05.091,https://www.scopus.com/pages/publications/85160566401?origin=resultslist,passed_stage1,"current, voltage",passed_stage2,voltage,relevant
Planden B.; Lukow K.; Henshall P.; Collier G.; Morrey D.,"Planden, Brady (57607040400); Lukow, Katie (57606507600); Henshall, Paul (8612854200); Collier, Gordana (57609174600); Morrey, Denise (56853518200)",57607040400; 57606507600; 8612854200; 57609174600; 56853518200,A computationally informed realisation algorithm for lithium-ion batteries implemented with LiiBRA.jl,2022,10,10.1016/j.est.2022.105637,https://www.scopus.com/pages/publications/85138757801?origin=resultslist,passed_stage1,"current, voltage",passed_stage2,voltage,relevant
Zhu T.; Tomlin R.; Garcia C.; Rawat S.; Holland T.; Offer G.; Marinescu M.,"Zhu, Tao (57216512406); Tomlin, Ruben (57194474727); Garcia, Carlos (57203766089); Rawat, Sunil (58934755500); Holland, Thomas (57987156900); Offer, Gregory (23098060000); Marinescu, Monica (36701631300)",57216512406; 57194474727; 57203766089; 58934755500; 57987156900; 23098060000; 36701631300,Lithium-ion battery model parametrisation: BatPar an all-in-one toolkit for equivalent circuit models,2024,10,10.1016/j.est.2024.112220,https://www.scopus.com/pages/publications/85193835773?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"current, voltage",relevant
Liu X.; Chang G.; Tian J.; Li S.; Chen C.,"Liu, Xinghua (52563966600); Chang, Guoyi (57934115400); Tian, Jiaqiang (57201117056); Li, Siqi (57713470600); Chen, Chaobo (54908175300)",52563966600; 57934115400; 57201117056; 57713470600; 54908175300,Regrouping strategy of retired batteries considering SOC consistency,2022,11,10.1016/j.egyr.2022.10.091,https://www.scopus.com/pages/publications/85140217001?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,voltage,relevant
Agrawal S.; Bai P.,"Agrawal, Shubham (57221354251); Bai, Peng (36863296700)",57221354251; 36863296700,Dynamic interplay between phase transformation instabilities and reaction heterogeneities in particulate intercalation electrodes,2022,14,10.1016/j.xcrp.2022.100854,https://www.scopus.com/pages/publications/85130174302?origin=resultslist,passed_stage1,current,passed_stage2,current,relevant
Shahjalal M.; Tripathy Y.; Sheikh M.,"Shahjalal, Mohammad (59157341200); Tripathy, Yashraj (57191242349); Sheikh, Muhammad (57190752088)",59157341200; 57191242349; 57190752088,Investigation on thermal performance analysis of a pouch Li-ion battery under various drive cycle profiles,2023,12,10.1016/j.est.2023.108977,https://www.scopus.com/pages/publications/85171618467?origin=resultslist,passed_stage1,"curve, charge, discharge, voltage",passed_stage2,"charge, voltage, discharge, current",relevant
Zheng T.; Zhang J.; Guo X.; Jin W.; Boles S.T.,"Zheng, Tianye (57195676598); Zhang, Jia (58030002500); Guo, Xiaoyang (57194429678); Jin, Wei (26643264000); Boles, Steven T. (16502464000)",57195676598; 58030002500; 57194429678; 26643264000; 16502464000,Unlocking room temperature formation of Li-rich phases in aluminum anodes for Li-ion batteries,2024,11,10.1016/j.electacta.2024.144127,https://www.scopus.com/pages/publications/85188652839?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, current",passed_stage2,"capacity, current, specific capacity",relevant
Sun Z.; Guo Y.; Zhang C.; Zhou Q.; Xu H.; Wang C.,"Sun, Zeyu (57223110054); Guo, Yue (56151726800); Zhang, Cheng (56241467900); Zhou, Quan (56136932700); Xu, Hongming (16199134500); Wang, Chongming (55195113100)",57223110054; 56151726800; 56241467900; 56136932700; 16199134500; 55195113100,Algorithm-driven optimization of lithium-ion battery thermal modeling,2023,13,10.1016/j.est.2023.107388,https://www.scopus.com/pages/publications/85152637730?origin=resultslist,passed_stage1,"discharge, current, voltage",passed_stage2,current,relevant
Cui Y.; Feng Y.,"Cui, Yangke (59721633200); Feng, Yongzheng (59721994100)",59721633200; 59721994100,Enhanced state of health prediction for lithium-ion batteries using a hybrid convolutional–Kolmogorov–Arnold network,2025,8,10.1016/j.ijoes.2025.101008,https://www.scopus.com/pages/publications/105001694067?origin=resultslist,passed_stage1,"charge, voltage, discharge, curve",passed_stage2,voltage,relevant
Kellner Q.; Worwood D.; Barai A.; Widanage W.D.; Marco J.,"Kellner, Quirin (57191853601); Worwood, Daniel (57193329772); Barai, Anup (56151829100); Widanage, Widanalage Dhammika (16317933200); Marco, James (16305142700)",57191853601; 57193329772; 56151829100; 16317933200; 16305142700,Duty-cycle characterisation of large-format automotive lithium ion pouch cells for high performance vehicle applications,2018,10,10.1016/j.est.2018.07.018,https://www.scopus.com/pages/publications/85050861293?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, voltage",passed_stage2,"charge, capacity, voltage, discharge",relevant
Zuo Q.; Zhang M.; Fu K.; Du X.; Liu Z.; Lyu C.,"Zuo, Qi (59426955000); Zhang, Meng (59327685900); Fu, Ke (59328321600); Du, Xiaogang (58167114700); Liu, Zhuang (59972792500); Lyu, Chao (55509789700)",59426955000; 59327685900; 59328321600; 58167114700; 59972792500; 55509789700,Early detection of internal short circuit faults in lithium-ion battery packs using dynamic time warping and Gaussian mixture clustering,2025,6,10.1016/j.ijoes.2025.101107,https://www.scopus.com/pages/publications/105009597117?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Mayer P.; Magno M.; Benini L.,"Mayer, Philipp (57195268282); Magno, Michele (23097444700); Benini, Luca (35556997000)",57195268282; 23097444700; 35556997000,Model-based design for self-sustainable sensor nodes,2022,9,10.1016/j.enconman.2022.116335,https://www.scopus.com/pages/publications/85140447242?origin=resultslist,passed_stage1,"charge, capacity, voltage, discharge",passed_stage2,"capacity, discharge",relevant
Inui Y.; Hirayama S.; Tanaka T.,"Inui, Yoshitaka (7005662751); Hirayama, Satoshi (36676541300); Tanaka, Tadashi (55727200300)",7005662751; 36676541300; 55727200300,Investigation of time domain measurement of electrochemical impedance spectrum in low frequency range for lithium-ion batteries using preset equivalent circuit model,2023,7,10.1016/j.jelechem.2023.117894,https://www.scopus.com/pages/publications/85176150834?origin=resultslist,passed_stage1,"charge, discharge, impedance, plot, current, voltage",passed_stage2,"charge, voltage, discharge, current",relevant
Zhou S.; Du W.; Mager B.; Shearing P.R.; Miller T.S.; Jervis R.,"Zhou, Shangwei (57752572600); Du, Wenjia (57218163546); Mager, Bastian (59166795600); Shearing, Paul R. (24178516700); Miller, Thomas S. (55307742600); Jervis, Rhodri (56110123700)",57752572600; 57218163546; 59166795600; 24178516700; 55307742600; 56110123700,Batch diagnosis of batteries within one second,2025,9,10.1016/j.joule.2025.102099,https://www.scopus.com/pages/publications/105015666598?origin=resultslist,passed_stage1,"voltage, discharge",passed_stage2,"voltage, impedance",relevant
Hofmann T.; Hamar J.; Mager B.; Erhard S.; Schmidt J.P.,"Hofmann, Tobias (58637680400); Hamar, Jacob (57222994314); Mager, Bastian (59166795600); Erhard, Simon (56330071900); Schmidt, Jan Philipp (36700469200)",58637680400; 57222994314; 59166795600; 56330071900; 36700469200,Physics-constrained transfer learning: Open-circuit voltage curve reconstruction and degradation mode estimation of lithium-ion batteries,2025,6,10.1016/j.egyai.2025.100493,https://www.scopus.com/pages/publications/105000175477?origin=resultslist,passed_stage1,"charge, voltage",passed_stage2,"charge, capacity, voltage, current",relevant
Wang Y.; Tang G.; Shi L.; Zeng Y.; Zhou Y.; Tao Y.; Bai L.; Luo Q.; Li D.; Song W.; Chen D.,"Wang, Yujin (58247637000); Tang, Gao (57161879200); Shi, Lei (59604211700); Zeng, Yingyi (57405109300); Zhou, Yongheng (56237260400); Tao, Yushan (58246592000); Bai, Liqun (54796401300); Luo, Qiuyue (57224906227); Li, Dan (59831385000); Song, Wenlong (57218220761); Chen, Da (55550801700)",58247637000; 57161879200; 59604211700; 57405109300; 56237260400; 58246592000; 54796401300; 57224906227; 59831385000; 57218220761; 55550801700,SnO2 coated carbon nanospheres: Facile preparation and electrochemical performances as anode materials for lithium ion batteries,2023,8,10.1016/j.ijoes.2023.100046,https://www.scopus.com/pages/publications/85159183973?origin=resultslist,passed_stage1,"charge, discharge, current",passed_stage2,capacity,relevant
Alzaabi S.; Elkamel A.; Karanikolos G.N.; Alhammadi A.,"Alzaabi, Sara (58733784700); Elkamel, Ali (7004543764); Karanikolos, Georgios N. (23012071900); Alhammadi, Ali (56663150400)",58733784700; 7004543764; 23012071900; 56663150400,Accelerating sodium-ion electrode material development through AI-driven optimization and predictive modeling,2025,8,10.1016/j.egyai.2025.100537,https://www.scopus.com/pages/publications/105009634590?origin=resultslist,passed_stage1,"capacity, plot, voltage, specific capacity, curve",passed_stage2,"capacity, voltage, specific capacity",relevant
Pang H.; Nan W.; Liu X.; Wang F.; Chen K.; Chen Y.,"Pang, Hui (57204671806); Nan, Wenzhi (58777637400); Liu, Xiaofei (55044271200); Wang, Fengbin (58776847200); Chen, Kaiqiang (58477427000); Chen, Yupeng (59177817900)",57204671806; 58777637400; 55044271200; 58776847200; 58477427000; 59177817900,An active equalization strategy for series-connected lithium-ion battery packs based on a dual threshold trigger mechanism,2024,9,10.1016/j.geits.2024.100206,https://www.scopus.com/pages/publications/85196294973?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,"voltage, current",relevant
Chen J.; Mattus S.P.; Cao W.; Sauer D.U.; Li W.,"Chen, Jue (57898784100); Mattus, Sven Patrick (59900524000); Cao, Wenjiong (59893446100); Sauer, Dirk Uwe (7005040792); Li, Weihan (57216172072)",57898784100; 59900524000; 59893446100; 7005040792; 57216172072,Global sensitivity analysis towards non-invasive parameterization of the electrochemical-thermal model for lithium-ion batteries,2025,8,10.1016/j.adapen.2025.100221,https://www.scopus.com/pages/publications/105005267505?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,"capacity, voltage",relevant
Laisné E.; Thivet J.; Manavalan G.; Petnikota S.; Mikkola J.-P.; Thyrel M.; Hu T.; Lima E.C.; Naushad M.; Lassi U.; dos Reis G.S.,"Laisné, Ewen (58512328900); Thivet, Julie (58513049100); Manavalan, Gopinathan (57214102144); Petnikota, Shaikshavali (55944866700); Mikkola, Jyri-Pekka (7004002840); Thyrel, Mikael (23490515100); Hu, Tao (55434250100); Lima, Eder Claudio (57212146970); Naushad, Mu. (13105221300); Lassi, Ulla (55918319600); dos Reis, Glaydson Simoes (56938343900)",58512328900; 58513049100; 57214102144; 55944866700; 7004002840; 23490515100; 55434250100; 57212146970; 13105221300; 55918319600; 56938343900,Box-Behnken design for the synthesis optimization of mesoporous sulfur-doped carbon-based materials from birch waste: Promising candidates for environmental and energy storage application,2024,7,10.1016/j.colsurfa.2024.133899,https://www.scopus.com/pages/publications/85190141495?origin=resultslist,passed_stage1,"charge, discharge",passed_stage2,"capacity, plot",relevant
Xu P.; Huang Y.; Ran W.; Wan S.; Guo C.; Su X.; Yuan L.; Dan Y.,"Xu, Peng (57199852755); Huang, Yuan (58515253400); Ran, Wenwen (58514583000); Wan, Shibin (56180661000); Guo, Cheng (58513902700); Su, Xin (58514810000); Yuan, Libing (58514583100); Dan, Yuanhong (8381924400)",57199852755; 58515253400; 58514583000; 56180661000; 58513902700; 58514810000; 58514583100; 8381924400,State of health estimation of LIB based on discharge section with multi-model combined,2024,8,10.1016/j.heliyon.2024.e25808,https://www.scopus.com/pages/publications/85187259872?origin=resultslist,passed_stage1,"voltage, discharge, current, curve",passed_stage2,"voltage, current, curve",relevant
Capasso C.; Castiglione T.; Perrone D.; Sequino L.,"Capasso, Clemente (7003360509); Castiglione, Teresa (51863080300); Perrone, Diego (57169989600); Sequino, Luigi (6602864534)",7003360509; 51863080300; 57169989600; 6602864534,Thermal management of Li-ion batteries: Experimentally validated model of active temperature control strategies with liquid cooling and multi-objective optimization,2025,7,10.1016/j.est.2025.117254,https://www.scopus.com/pages/publications/105006650431?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,voltage,relevant
Zahoor A.; Faizan R.; Elsaid K.; Hashmi S.; Butt F.A.; Ghouri Z.K.,"Zahoor, Awan (55899816300); Faizan, Raza (57222569408); Elsaid, Khaled (36947537000); Hashmi, Saud (56396275000); Butt, Faaz Ahmed (57336333500); Ghouri, Zafar Khan (56454472600)",55899816300; 57222569408; 36947537000; 56396275000; 57336333500; 56454472600,Synthesis and experimental investigation of δ-MnO2/N-rGO nanocomposite for Li-O2 batteries applications,2021,10,10.1016/j.ceja.2021.100115,https://www.scopus.com/pages/publications/85122444334?origin=resultslist,passed_stage1,"capacity, charge, discharge, specific capacity",passed_stage2,"capacity, voltage, current",relevant
García A.; Micó C.; Cobo M.C.; Elkourchi I.; Vemula J.B.,"García, Antonio (55757783902); Micó, Carlos (55534035900); Cobo, Mariany Chávez (59695490000); Elkourchi, Imad (58650771700); Vemula, Jagadish Babu (57193993829)",55757783902; 55534035900; 59695490000; 58650771700; 57193993829,A comprehensive methodology for characterization and electro-thermal modelling for a next-generation solid-state battery,2025,7,10.1016/j.energy.2025.135601,https://www.scopus.com/pages/publications/105000096925?origin=resultslist,passed_stage1,"voltage, discharge, current, curve",passed_stage2,"charge, capacity, voltage, curve",relevant
Li C.; Liu X.; Wang C.; Ye L.; Wu T.; Liang Z.; Zhang Z.; Zeng Y.; Li K.,"Li, Caisheng (57203911476); Liu, Xianqing (57224911526); Wang, Changhong (35178451800); Ye, Lisheng (58575209200); Wu, Tingting (57221763174); Liang, Zhixuan (57984844300); Zhang, Zejie (56834703900); Zeng, Ying (59005636700); Li, Kaizhe (59006317900)",57203911476; 57224911526; 35178451800; 58575209200; 57221763174; 57984844300; 56834703900; 59005636700; 59006317900,Electrochemical-thermal behaviors of retired power lithium-ion batteries during high-temperature and overcharge/over-discharge cycles,2024,6,10.1016/j.csite.2024.104898,https://www.scopus.com/pages/publications/85201767090?origin=resultslist,passed_stage1,"charge, voltage, discharge, curve",passed_stage2,"charge, voltage, discharge, plot",relevant
Hua J.; Vie P.J.S.; Wind J.,"Hua, Jinsong (7102121189); Vie, Preben J.S. (9740718700); Wind, Julia (56992680700)",7102121189; 9740718700; 56992680700,Methods for faster estimation of the entropy profile of a lithium-ion battery: A comparison of accelerated potentiometry and the estimation of entropy through thermal signatures,2025,8,10.1016/j.electacta.2024.145289,https://www.scopus.com/pages/publications/85208034496?origin=resultslist,passed_stage1,"charge, capacity, discharge, current, voltage",passed_stage2,"charge, capacity, discharge, voltage, curve",relevant
Dong X.; Chen Y.,"Dong, Xiangyang (56238337900); Chen, Yuekun (58168867200)",56238337900; 58168867200,Multifunctional Additive Manufacturing and Multiphysics Numerical Investigations of Carbon Fiber Structural Battery Composite using a Drop-on-Demand method with In-situ Consolidation,2023,8,10.1016/j.matdes.2023.111888,https://www.scopus.com/pages/publications/85151567204?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,"capacity, discharge, current, voltage, specific capacity",relevant
Saxena V.; Sahu S.K.; Kundalwal S.I.; Tsai P.A.,"Saxena, Vivek (57613263500); Sahu, Santosh K. (54890989200); Kundalwal, Shailesh I. (37122240700); Tsai, Peichun Amy (55745774100)",57613263500; 54890989200; 37122240700; 55745774100,"Optimizing battery thermal management with phase change materials: Influence of thickness, ambient conditions, and material selection",2025,8,10.1016/j.est.2025.117657,https://www.scopus.com/pages/publications/105010557015?origin=resultslist,passed_stage1,discharge,passed_stage2,discharge,relevant
Pang Y.; Wang Y.; Niu Z.,"Pang, Yiheng (57726708700); Wang, Yun (55553740051); Niu, Zhiqiang (56210917800)",57726708700; 55553740051; 56210917800,Deep learning from three-dimensional lithium-ion battery multiphysics model part I: Data development,2024,9,10.1016/j.egyai.2024.100428,https://www.scopus.com/pages/publications/85204601265?origin=resultslist,passed_stage1,"voltage, discharge",passed_stage2,capacity,relevant
Chen X.; Yang H.; Yang Y.; Li H.; Chen Y.; Zhang C.; Wu L.; Yan L.,"Chen, Xiaolong (60367020100); Yang, Huihui (60383783300); Yang, Yingze (26431148300); Li, Heng (55657770400); Chen, Yuan (57190188721); Zhang, Chaolong (56097490300); Wu, Longxing (57216655770); Yan, Lisen (57215317018)",60367020100; 60383783300; 26431148300; 55657770400; 57190188721; 56097490300; 57216655770; 57215317018,An efficient feature search approach for robust state of health estimation of Li-ion battery,2026,7,10.1016/j.geits.2025.100339,https://www.scopus.com/pages/publications/105029076191?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, current, voltage, curve",passed_stage2,"charge, capacity, discharge, current, voltage, curve",relevant
Falco M.; Palumbo S.; Lingua G.; Silvestri L.; Winter M.; Lin R.; Pellegrini V.; Bonaccorso F.; Nair J.R.; Gerbaldi C.,"Falco, M. (57190703096); Palumbo, S. (57190003634); Lingua, G. (57218311422); Silvestri, L. (57208502513); Winter, M. (7202442881); Lin, R. (57206864587); Pellegrini, V. (7005334444); Bonaccorso, F. (23003424200); Nair, Jijeesh R. (23501599700); Gerbaldi, C. (57206405317)",57190703096; 57190003634; 57218311422; 57208502513; 7202442881; 57206864587; 7005334444; 23003424200; 23501599700; 57206405317,A bilayer polymer electrolyte encompassing pyrrolidinium-based RTIL for binder-free silicon few-layer graphene nanocomposite anodes for Li-ion battery,2020,7,10.1016/j.elecom.2020.106807,https://www.scopus.com/pages/publications/85088740224?origin=resultslist,passed_stage1,"capacity, voltage, plot, specific capacity",passed_stage2,"capacity, charge, discharge, specific capacity",relevant
Yap J.W.; Lee M.; El Idrissi F.; Ramesh P.; Yoon D.Y.; Kang C.Y.; Canova M.; Cho H.; Kim J.-H.,"Yap, Jun Wei (57739490400); Lee, Michael (57215491778); El Idrissi, Faissal (58297038000); Ramesh, Prashanth (57220498011); Yoon, Dal Young (59946164800); Kang, Chun Yong (55342088400); Canova, Marcello (16314864900); Cho, Hanna (16027712400); Kim, Jung-Hyun (56214870400)",57739490400; 57215491778; 58297038000; 57220498011; 59946164800; 55342088400; 16314864900; 16027712400; 56214870400,Unveiling real-world aging mechanisms of lithium-ion batteries in electric vehicles,2025,7,10.1016/j.est.2025.117420,https://www.scopus.com/pages/publications/105008174317?origin=resultslist,passed_stage1,"charge, capacity, discharge, current, voltage",passed_stage2,"capacity, charge, voltage",relevant
Iwamoto S.; Kodama M.; Yanagi K.; Haniu Y.; Fujii Y.; Masuda N.; Higuchi H.; Suetsugu Y.; Hirai S.,"Iwamoto, S. (59814301100); Kodama, M. (57188639259); Yanagi, K. (58298112300); Haniu, Y. (57216438446); Fujii, Y. (57189640706); Masuda, N. (57217145519); Higuchi, H. (36942920200); Suetsugu, Y. (58298864000); Hirai, S. (7201475696)",59814301100; 57188639259; 58298112300; 57216438446; 57189640706; 57217145519; 36942920200; 58298864000; 7201475696,Numerical simulations of all-solid-state batteries using specific contact area diameters for active materials determined by X-ray computed tomography,2023,8,10.1016/j.powera.2023.100120,https://www.scopus.com/pages/publications/85160823608?origin=resultslist,passed_stage1,"capacity, discharge",passed_stage2,capacity,relevant
Auch M.; Kuthada T.; Wagner A.,"Auch, Marcus (58290055300); Kuthada, Timo (15751064800); Wagner, Andreas (57193872086)",58290055300; 15751064800; 57193872086,Improved equivalent circuit coupled 3D thermal cylindrical lithium-ion battery model using a multi-partition heat generation and thermal resistance approach,2024,8,10.1016/j.applthermaleng.2024.123056,https://www.scopus.com/pages/publications/85189692677?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,charge,relevant
Behmann R.; Phan J.; Root A.; Schmidt M.; Bessler W.G.,"Behmann, René (57222494005); Phan, Jack (58401872200); Root, Artur (58402565100); Schmidt, Michael (35348911700); Bessler, Wolfgang G. (57215636217)",57222494005; 58401872200; 58402565100; 35348911700; 57215636217,Integration of a lithium-ion battery in a micro-photovoltaic system: Passive versus active coupling architectures,2023,8,10.1016/j.solener.2023.05.025,https://www.scopus.com/pages/publications/85163504249?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,voltage,relevant
Li X.,"Li, Xianglin (35366451600)",35366451600,Li-O2 flow batteries with high mass loading and energy density,2025,6,10.1016/j.est.2025.117664,https://www.scopus.com/pages/publications/105010135837?origin=resultslist,passed_stage1,"charge, capacity, current, discharge",passed_stage2,"capacity, voltage",relevant
