Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
LIN B.-l.; LU X.-y.; LI L.,"LIN, Bi-lan (16679482000); LU, Xin-ying (7404840034); LI, Long (55730761800)",16679482000; 7404840034; 55730761800,2009,13,10.1016/S1003-6326(09)60069-8,https://www.scopus.com/pages/publications/72649104412?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Goidanich S.; Gulotta D.; Brambilla L.; Beltrami R.; Fermo P.; Toniolo L.,"Goidanich, Sara (6505913516); Gulotta, Davide (35186955000); Brambilla, Laura (57190061882); Beltrami, Ruben (56127907600); Fermo, Paola (6701742333); Toniolo, Lucia (7006526814)",6505913516; 35186955000; 57190061882; 56127907600; 6701742333; 7006526814,2014,11,10.3390/s140407066,https://www.scopus.com/pages/publications/84899146795?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tripathi A.; Suni I.I.; Li Y.; Doniat F.; McAndrew J.,"Tripathi, Abhinav (15847140900); Suni, Ian Ivar (7005426430); Li, Yuzhuo (55912097400); Doniat, Francois (25027577500); McAndrew, James (7003512634)",15847140900; 7005426430; 55912097400; 25027577500; 7003512634,2009,14,10.1149/1.3125703,https://www.scopus.com/pages/publications/65949120412?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Badawy W.A.; Abd El-Hafez G.M.; Nady H.,"Badawy, W.A. (7006410363); Abd El-Hafez, G.M. (56584555100); Nady, H. (35488297000)",7006410363; 56584555100; 35488297000,2015,13,10.1016/j.ijhydene.2015.03.061,https://www.scopus.com/pages/publications/84928048534?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Poshtahani A.G.; Roostaie S.; Azadi M.,"Poshtahani, Alireza Gholami (58450197900); Roostaie, Saied (35410356600); Azadi, Mahboobeh (57202899570)",58450197900; 35410356600; 57202899570,2023,10,10.1016/j.rsurfi.2023.100108,https://www.scopus.com/pages/publications/85163963563?origin=resultslist,passed_stage1,nyquist,dropped_stage2,,dropped — no OCR keywords (stage 2)
Da Costa Pereira R.F.; De Oliveira E.S.D.; Vieira M.R.S.; De Andrade Lima M.A.G.; Filho S.L.U.,"Da Costa Pereira, Roseana Florentino (56221125400); De Oliveira, Edkarlla Sousa Dantas (56779565700); Vieira, Magda Rosângela Santos (8059242800); De Andrade Lima, Maria Alice Gomes (36676359200); Filho, Severino Leopoldino Urtiga (6507306456)",56221125400; 56779565700; 8059242800; 36676359200; 6507306456,2017,6,10.1590/1980-5373-MR-2017-0025,https://www.scopus.com/pages/publications/85046011782?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bonora P.L.; Deflorian F.; Fedrizzi L.,"Bonora, P.L. (35564179600); Deflorian, F. (7006820016); Fedrizzi, L. (56229082200)",35564179600; 7006820016; 56229082200,1995,10,10.4028/www.scientific.net/msf.192-194.267,https://www.scopus.com/pages/publications/0029474319?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Abdessamad N.; Adhoum N.,"Abdessamad, NourElHouda (26633542300); Adhoum, Nafaâ (6602531629)",26633542300; 6602531629,2009,9,10.1016/j.matchemphys.2009.04.031,https://www.scopus.com/pages/publications/67349204782?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
WANG C.-H.; YANG S.-H.; YUAN Y.; CHEN Y.-M.; WANG B.; HE J.; TANG C.-B.,"WANG, Chang-hong (56603650900); YANG, Sheng-hai (13612146100); YUAN, Yi (57192277750); CHEN, Yong-ming (55721090300); WANG, Biao (57483405900); HE, Jing (55233336800); TANG, Chao-bo (8921076000)",56603650900; 13612146100; 57192277750; 55721090300; 57483405900; 55233336800; 8921076000,2017,11,10.1016/S1003-6326(17)60214-0,https://www.scopus.com/pages/publications/85029767489?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yang B.; Cai X.; Li E.; Yang S.; Liu W.; Dai C.; Yin G.,"Yang, Baofeng (57202358577); Cai, Xianyu (57200752402); Li, Enyu (57208389125); Yang, Shaoqiang (58412782900); Liu, Wei (59675566200); Dai, Changsong (7202309633); Yin, Geping (7201456116)",57202358577; 57200752402; 57208389125; 58412782900; 59675566200; 7202309633; 7201456116,2019,10,10.1007/s10008-019-04265-x,https://www.scopus.com/pages/publications/85064594194?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Nourmohamadi H.; Aghazadeh V.; Esrafili M.D.,"Nourmohamadi, Hossein (57211383903); Aghazadeh, Valeh (36174846000); Esrafili, Mehdi D. (15848051000)",57211383903; 36174846000; 15848051000,2021,7,10.1016/j.mseb.2021.115243,https://www.scopus.com/pages/publications/85107839591?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tucker J.D.; Wei Y.; Marcum W.R.; Murkute P.V.; Gibbons B.J.; Isgor O.B.,"Tucker, Julie D. (57204083372); Wei, Youran (57208761262); Marcum, Wade R. (25634014900); Murkute, Pratik V. (57189572562); Gibbons, Brady J. (7006279684); Isgor, O. Burkan (57200221485)",57204083372; 57208761262; 25634014900; 57189572562; 7006279684; 57200221485,2019,6,10.1007/s11661-019-05256-3,https://www.scopus.com/pages/publications/85065722708?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen H.-J.; Chen Y.-C.; Lin P.-C.; Lin K.; Lin J.C.; Chen M.-J.; Lin H.-C.,"Chen, Hou-Jen (58628199800); Chen, Ying-Chu (57208342919); Lin, Pi-Chen (57205267522); Lin, Kaifan (56799535500); Lin, Jonathan C. (58627843200); Chen, Miin-Jang (7406351275); Lin, Hsin-Chih (7405568517)",58628199800; 57208342919; 57205267522; 56799535500; 58627843200; 7406351275; 7405568517,2023,7,10.3390/ma16186149,https://www.scopus.com/pages/publications/85172876367?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liu X.; Qiu Z.; Zeng D.,"Liu, Xiaoqing (57192102380); Qiu, Zhaoguo (56739884700); Zeng, Dechang (55428230700)",57192102380; 56739884700; 55428230700,2022,6,10.1007/s11666-022-01432-x,https://www.scopus.com/pages/publications/85133529600?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lu X.; Sun S.; Fan Q.; Pei X.; Dun Y.; Feng X.; Zou C.; Lu W.,"Lu, Xiangyu (36646300700); Sun, Sichen (57223432409); Fan, Qiqi (57223426484); Pei, Xiangjun (14058672500); Dun, Yuchao (57189591403); Feng, Xingguo (35621685800); Zou, Chen (57223428517); Lu, Wang (57223435966)",36646300700; 57223432409; 57223426484; 14058672500; 57189591403; 35621685800; 57223428517; 57223435966,2019,11,10.3390/coatings9100649,https://www.scopus.com/pages/publications/85089649036?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Almoiqli M.; Alharbi K.N.; Alnuwaiser M.A.; Yajizi G.; Alshoshan S.; Baduways W.; Albeladi M.I.; Alsanea R.S.; Aljohani T.A.,"Almoiqli, Mohammed (57194102894); Alharbi, Khalid N. (57219616730); Alnuwaiser, Maha Abdallah (57204543440); Yajizi, Ghaidaa (58099273100); Alshoshan, Shoug (58099273200); Baduways, Wed (58099388600); Albeladi, Muntathir I. (57224813944); Alsanea, Rashed S. (58099346200); Aljohani, Talal A. (55228711100)",57194102894; 57219616730; 57204543440; 58099273100; 58099273200; 58099388600; 57224813944; 58099346200; 55228711100,2023,7,10.3390/ma16031041,https://www.scopus.com/pages/publications/85147842521?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Hakimi H.; Karimi S.; Rezaeivala M.,"Hakimi, Hadis (58669870200); Karimi, Saeid (55063674300); Rezaeivala, Majid (23569766000)",58669870200; 55063674300; 23569766000,2024,6,10.1016/j.tsf.2024.140390,https://www.scopus.com/pages/publications/85195815485?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sherif E.M.,"Sherif, El-Sayed M. (15078189600)",15078189600,2024,8,10.1063/5.0192701,https://www.scopus.com/pages/publications/85187210697?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ren Y.J.; Wen W.; Chen J.; Qiu W.; He J.J.,"Ren, Y.J. (36603208900); Wen, W. (55840563200); Chen, J. (24173210300); Qiu, W. (57214380744); He, J.J. (55714964700)",36603208900; 55840563200; 24173210300; 57214380744; 55714964700,2016,12,10.1179/1743294415Y.0000000053,https://www.scopus.com/pages/publications/84962439388?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ravikumar M.; Reddappa H.N.; Suresh R.,"Ravikumar, M. (59075621500); Reddappa, H.N. (54393999200); Suresh, R. (56984206000)",59075621500; 54393999200; 56984206000,2018,10,10.1063/1.5029672,https://www.scopus.com/pages/publications/85046444883?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kavimani V.; Vignesh P.; Kumar N.; Kumaran S.,"Kavimani, V. (56790021600); Vignesh, P. (57218706755); Kumar, Navneet (59317087300); Kumaran, S. (23093998800)",56790021600; 57218706755; 59317087300; 23093998800,2023,7,10.1088/2051-672X/acee9c,https://www.scopus.com/pages/publications/85174233332?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lillard R.S.; Willcutt G.J.; Pile D.L.; Butt D.P.,"Lillard, R.S. (7004120502); Willcutt, G.J. (6602929129); Pile, D.L. (6603541344); Butt, D.P. (35549200400)",7004120502; 6602929129; 6603541344; 35549200400,2000,7,10.1016/S0022-3115(99)00196-8,https://www.scopus.com/pages/publications/0034135434?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gapsari F.; Andoko; Wijaya H.,"Gapsari, F. (56012252900); Andoko (58991156000); Wijaya, H. (57199227147)",56012252900; 58991156000; 57199227147,2018,10,,https://www.scopus.com/pages/publications/85049180274?origin=resultslist,skipped,,not_processed_stage2,,dropped — skipped
Mirzaee A.; Zahedifard S.; Akhlaghi I.A.; Kahrobaee S.,"Mirzaee, Ali (55440638800); Zahedifard, Sina (57923884700); Akhlaghi, Iman Ahadi (57223316338); Kahrobaee, Saeed (36970231300)",55440638800; 57923884700; 57223316338; 36970231300,2023,9,10.1016/j.jmmm.2022.170311,https://www.scopus.com/pages/publications/85144610890?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chang X.; Yu H.; Liu Z.; Yang Z.; Chen F.; Tian Y.,"Chang, Xiaomeng (58485713700); Yu, Haoxu (58764828000); Liu, Ziai (57191258764); Yang, Zhen (57189069918); Chen, Faze (56263826400); Tian, Yanling (24482150800)",58485713700; 58764828000; 57191258764; 57189069918; 56263826400; 24482150800,2024,11,10.1016/j.colsurfa.2024.133188,https://www.scopus.com/pages/publications/85182518589?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bergseth Z.; Qi X.; Upadhyay V.; Battocchi D.,"Bergseth, Zachary (57208113118); Qi, Xiaoning (35727864500); Upadhyay, Vinod (36830499800); Battocchi, Dante (8607561400)",57208113118; 35727864500; 36830499800; 8607561400,2023,6,10.1016/j.apsadv.2023.100432,https://www.scopus.com/pages/publications/85162045539?origin=resultslist,passed_stage1,impedance,passed_stage2,current,relevant
Kaban A.P.S.; Soedarsono J.W.; Mayangsari W.; Anwar M.S.; Maksum A.; Ridhova A.; Riastuti R.,"Kaban, Agus Paul Setiawan (57218214931); Soedarsono, Johny Wahyuadi (16176618200); Mayangsari, Wahyu (57194709682); Anwar, Mochammad Syaiful (57212193016); Maksum, Ahmad (57572172800); Ridhova, Aga (57200069408); Riastuti, Rini (54785121500)",57218214931; 16176618200; 57194709682; 57212193016; 57572172800; 57200069408; 54785121500,2023,11,10.3390/coatings13010136,https://www.scopus.com/pages/publications/85146759816?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Semin V.O.; D'yachenko F.A.; Erkovich A.V.; Ostapenko M.G.; Chernova A.P.; Shulepov I.A.; Savkin K.P.; Khabibova E.D.; Yuzhakova S.I.; Meinser L.L.,"Semin, V.O. (56429049500); D'yachenko, F.A. (57199996409); Erkovich, A.V. (58154616800); Ostapenko, M.G. (57191194239); Chernova, A.P. (35806801900); Shulepov, I.A. (6506574316); Savkin, K.P. (6507471189); Khabibova, E.D. (58690344800); Yuzhakova, S.I. (58560511500); Meinser, L.L. (58690901400)",56429049500; 57199996409; 58154616800; 57191194239; 35806801900; 6506574316; 6507471189; 58690344800; 58560511500; 58690901400,2023,11,10.1016/j.matchar.2023.113457,https://www.scopus.com/pages/publications/85176472474?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Otadi M.; Borhani E.; Faghihi S.,"Otadi, Mansooreh (57209912112); Borhani, Ehsan (36599955300); Faghihi, Shahab (12902572400)",57209912112; 36599955300; 12902572400,2024,7,10.1016/j.surfcoat.2024.131229,https://www.scopus.com/pages/publications/85201712443?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liu S.; Wang B.; Zhang P.,"Liu, Shuyue (57191982632); Wang, Bing (56927032200); Zhang, Peirong (56531045700)",57191982632; 56927032200; 56531045700,2016,12,10.3390/ma9110874,https://www.scopus.com/pages/publications/84995572362?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sachdeva D.; Gupta N.; Balasubramaniam R.,"Sachdeva, Deepika (23101226000); Gupta, Naveen (57209931924); Balasubramaniam, R. (7101904521)",23101226000; 57209931924; 7101904521,2008,7,10.14429/dsj.58.1673,https://www.scopus.com/pages/publications/50849083819?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sobral A.V.C.; Ristow Jr. W.; Domenech S.C.; Franco C.V.,"Sobral, A.V.C. (7004085429); Ristow Jr., W. (7003788137); Domenech, S.C. (7005925609); Franco, C.V. (7103081320)",7004085429; 7003788137; 7005925609; 7103081320,2000,6,10.1007/s100089900089,https://www.scopus.com/pages/publications/0034413713?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sotniczuk A.; Chromiński W.; Kalita D.; Garbacz H.; Xie C.; Tang J.; Dou B.; Pisarek M.; Baron-Wiecheć A.; Kurpaska Ł.; Sun F.; Ogle K.,"Sotniczuk, Agata (56545779700); Chromiński, Witold (55835453400); Kalita, Damian (57193548224); Garbacz, Halina (6602658925); Xie, Chenyang (57219838419); Tang, Junhui (57934473200); Dou, Baojie (57192251343); Pisarek, Marcin (6603229609); Baron-Wiecheć, Aleksandra (36485957900); Kurpaska, Łukasz (52364191500); Sun, Fan (57204253740); Ogle, Kevin (7004854977)",56545779700; 55835453400; 57193548224; 6602658925; 57219838419; 57934473200; 57192251343; 6603229609; 36485957900; 52364191500; 57204253740; 7004854977,2025,6,10.1016/j.apsusc.2024.161518,https://www.scopus.com/pages/publications/85206503058?origin=resultslist,passed_stage1,current,dropped_stage2,,dropped — no OCR keywords (stage 2)
Fekry A.M.; Tammam R.H.,"Fekry, A.M. (6602466528); Tammam, Riham H. (55405352000)",6602466528; 55405352000,2011,13,10.1016/j.mseb.2011.03.014,https://www.scopus.com/pages/publications/79956352140?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Marikkannu C.; Srinivasan P.Bala; Sathiyanarayanan S.; Balakrishnan K.,"Marikkannu, C. (6602281785); Srinivasan, P.Bala (6602227178); Sathiyanarayanan, S. (6701755053); Balakrishnan, K. (7103222695)",6602281785; 6602227178; 6701755053; 7103222695,1995,13,10.1080/00202967.1995.11871052,https://www.scopus.com/pages/publications/0029253790?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tran V.N.; Ooi A.; Tada E.; Nishikata A.,"Tran, Van Nam (57195135795); Ooi, Azusa (56337378900); Tada, Eiji (55571570400); Nishikata, Atsushi (7006774015)",57195135795; 56337378900; 55571570400; 7006774015,2020,9,10.1149/1945-7111/abbb44,https://www.scopus.com/pages/publications/85092776239?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhu M.; Guo L.; Chang J.; He Z.; Yao Y.; Zhang R.; Zheng X.; Marzouki R.,"Zhu, Mengyue (57221917200); Guo, Lei (25934264300); Chang, Jun (56824672200); He, Zhongyi (55683514700); Yao, Yuanyong (55326846700); Zhang, Renhui (15129286000); Zheng, Xingwen (17342849100); Marzouki, Riadh (36550513300)",57221917200; 25934264300; 56824672200; 55683514700; 55326846700; 15129286000; 17342849100; 36550513300,2022,6,10.1080/01694243.2021.2017657,https://www.scopus.com/pages/publications/85121711065?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Hu Z.; Wang Y.; Liang Z.; Jin H.; Li J.; Ning Z.,"Hu, Zhibo (59501416700); Wang, Yiyong (41662512500); Liang, Zhipeng (57190953185); Jin, Hui (57171262900); Li, Jidong (39762276200); Ning, Zhe (57211191822)",59501416700; 41662512500; 57190953185; 57171262900; 39762276200; 57211191822,2025,7,10.1016/j.apsusc.2025.164101,https://www.scopus.com/pages/publications/105011166959?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
He Y.; Wang X.; Hu J.; Zhou Q.; Chen H.,"He, Yaling (57195200399); Wang, Xiaomin (44462151200); Hu, Jie (59835613800); Zhou, Qiang (57195204226); Chen, Hui (56558937400)",57195200399; 44462151200; 59835613800; 57195204226; 56558937400,2017,7,10.1142/S0217979217440052,https://www.scopus.com/pages/publications/85026200710?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Maruf M.A.; Noor-A-Alam M.; Haider W.; Shabib I.,"Maruf, Mahbub Alam (57190938449); Noor-A-Alam, Mohammed (59732391100); Haider, Waseem (26428779000); Shabib, Ishraq (29567523900)",57190938449; 59732391100; 26428779000; 29567523900,2022,13,10.1016/j.matchemphys.2022.126171,https://www.scopus.com/pages/publications/85129833897?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Vida T.A.; Soares T.; Septimio R.S.; Brito C.C.; Cheung N.; Garcia A.,"Vida, Talita Almeida (56023181200); Soares, Thiago (57196052488); Septimio, Rudimylla Silva (56942451600); Brito, Crystopher Cardoso (55227014800); Cheung, Noé (7202606880); Garcia, Amauri (7404608099)",56023181200; 57196052488; 56942451600; 55227014800; 7202606880; 7404608099,2019,8,10.1590/1980-5373-MR-2019-0009,https://www.scopus.com/pages/publications/85072310286?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tian Q.-F.; Zhang Y.; Tan Z.-C.; Xu F.; Sun L.-X.; Zhang T.; Yuan H.-T.,"Tian, Qi-Feng (7102891963); Zhang, Yao (56839253900); Tan, Zhi-Cheng (55444051600); Xu, Fen (7401695286); Sun, Li-Xian (7403957738); Zhang, Tao (56158944400); Yuan, Hua-Tang (7402446800)",7102891963; 56839253900; 55444051600; 7401695286; 7403957738; 56158944400; 7402446800,2006,6,10.1016/S1003-6326(06)60086-1,https://www.scopus.com/pages/publications/33748467831?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang M.; Zhao X.; Jia H.; Xing H.; Zhang H.; Wang X.; Liu C.,"Zhang, Manxia (14009024900); Zhao, Xinyi (57660837500); Jia, Hang (57219533157); Xing, Haoran (57659268400); Zhang, Hongjing (57660523100); Wang, Xinyue (55559561300); Liu, Cheng (56953830300)",14009024900; 57660837500; 57219533157; 57659268400; 57660523100; 55559561300; 56953830300,2022,10,10.1007/s11998-022-00615-z,https://www.scopus.com/pages/publications/85129285974?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Batmanghelich F.; Hariri M.B.; Sharifi-Asl S.; Yaghoubinezhad Y.; Mortazavi G.; Seo Y.,"Batmanghelich, Farhad (55558499500); Hariri, Mohiedin Bagheri (57188967091); Sharifi-Asl, Samin (35771393700); Yaghoubinezhad, Yadollah (55653660000); Mortazavi, Golsa (56059636500); Seo, Youngwoo (8381005100)",55558499500; 57188967091; 35771393700; 55653660000; 56059636500; 8381005100,2016,9,10.1007/s12540-016-5699-0,https://www.scopus.com/pages/publications/84978064491?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Mehta H.; Kaur G.; Ram Chaudhary G.,"Mehta, Harshal (57219938275); Kaur, Gurpreet (57202541786); Ram Chaudhary, Ganga (55024683300)",57219938275; 57202541786; 55024683300,2023,13,10.1016/j.apsusc.2023.157726,https://www.scopus.com/pages/publications/85163061441?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bangar G.Y.; Ghule D.; Singh R.K.P.; Kandasubramanian B.,"Bangar, Ganesh Y. (57201685636); Ghule, Deepak (57201689771); Singh, R.K.P. (59088300200); Kandasubramanian, Balasubramanian (55839027100)",57201685636; 57201689771; 59088300200; 55839027100,2018,13,10.1016/j.colsurfa.2018.03.044,https://www.scopus.com/pages/publications/85045768371?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Saxena A.; Prasad D.; Haldhar R.,"Saxena, Akhil (57191070714); Prasad, Dwarika (24460575600); Haldhar, Rajesh (57191073173)",57191070714; 24460575600; 57191073173,2019,7,10.1142/S0218625X18502001,https://www.scopus.com/pages/publications/85047310653?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dobruchowska E.; Suszko T.; Greczynski G.; Adamczewska D.; Gulbiński W.,"Dobruchowska, Ewa (6506854824); Suszko, Tomasz (56369186200); Greczynski, Grzegorz (55914744200); Adamczewska, Dorota (58142506800); Gulbiński, Witold (56436377300)",6506854824; 56369186200; 55914744200; 58142506800; 56436377300,2023,6,10.1016/j.surfcoat.2023.129398,https://www.scopus.com/pages/publications/85150016998?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lowe A.; Eren H.; Tan Y.J.; Kinsella B.; Bailey S.,"Lowe, A. (7202836907); Eren, H. (7003950740); Tan, Y.J. (7402139642); Kinsella, B. (7007058191); Bailey, S. (7401729562)",7202836907; 7003950740; 7402139642; 7007058191; 7401729562,2001,14,10.1109/19.963158,https://www.scopus.com/pages/publications/0035483208?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang H.; Tang J.; Han H.; Zhang S.; Wang H.; Wang Y.; Li T.; Lin B.,"Zhang, Hailong (57211234427); Tang, Junlei (57204495320); Han, Hongchang (55977449900); Zhang, Shengwei (57211229308); Wang, Hu (35743936700); Wang, Yingying (59454519500); Li, Tian (57198839485); Lin, Bing (55949374900)",57211234427; 57204495320; 55977449900; 57211229308; 35743936700; 59454519500; 57198839485; 55949374900,2019,7,10.3390/coatings9100618,https://www.scopus.com/pages/publications/85073062085?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Fu W.; Sun L.; Zhang X.; Xu H.; Cao M.,"Fu, Wenbo (57216163981); Sun, Lu (57221994815); Zhang, Xiaoming (57195407707); Xu, Hualong (7407451981); Cao, Meiwen (23049216200)",57216163981; 57221994815; 57195407707; 7407451981; 23049216200,2025,5,10.1016/j.colsurfa.2025.136364,https://www.scopus.com/pages/publications/85216851620?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Nakatsugawa I.; Saito N.; Suzuki K.; Chino Y.; Fukuda Y.; Ito T.; Noda M.; Gonda Y.,"Nakatsugawa, Isao (57219031785); Saito, Naobumi (7402349616); Suzuki, Kazutaka (55503620300); Chino, Yasumasa (7006560587); Fukuda, Yuta (56338307200); Ito, Tomomi (56291747200); Noda, Masafumi (35245857500); Gonda, Yoshio (56263795700)",57219031785; 7402349616; 55503620300; 7006560587; 56338307200; 56291747200; 35245857500; 56263795700,2020,12,10.2320/matertrans.L-M2020839,https://www.scopus.com/pages/publications/85091296916?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chung I.-M.; Hemapriya V.; Kanchana P.; Arunadevi N.; Chitra S.; Kim S.-H.; Prabakaran M.,"Chung, Ill-Min (57010545800); Hemapriya, Venkatesan (55547513100); Kanchana, Ponnusamy (25928374800); Arunadevi, Natarajan (37055330700); Chitra, Subramanian (57202477567); Kim, Seung-Hyun (56068366000); Prabakaran, Mayakrishnan (59678864000)",57010545800; 55547513100; 25928374800; 37055330700; 57202477567; 56068366000; 59678864000,2020,12,10.1142/S0218625X19501543,https://www.scopus.com/pages/publications/85072025480?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Asemabadi Z.; Amir Naderi A.; Zolfigol F.; Mokhtari J.; Eivaz Mohammadloo H.,"Asemabadi, Z. (57841811900); Amir Naderi, A. (58883074800); Zolfigol, F. (58883033500); Mokhtari, J. (57159620900); Eivaz Mohammadloo, H. (55793131800)",57841811900; 58883074800; 58883033500; 57159620900; 55793131800,2024,8,10.1016/j.materresbull.2024.112735,https://www.scopus.com/pages/publications/85184838322?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dos Santos G.A.; Ribeiro A.N.; Nascimento M.S.; Frajuca C.; Nakamoto F.Y.; da Silva M.R.; Dos Santos V.T.; Batalha G.F.; Couto A.A.,"Dos Santos, Givanildo Alves (57372503500); Ribeiro, Alexandre Neves (57220004131); Nascimento, Mauricio Silva (57193878062); Frajuca, Carlos (6603095404); Nakamoto, Francisco Yastami (34168048300); da Silva, Márcio Rodrigues (57208737054); Dos Santos, Vinícius Torres (57876811100); Batalha, Gilmar Ferreira (15818894800); Couto, Antonio Augusto (7005046260)",57372503500; 57220004131; 57193878062; 6603095404; 34168048300; 57208737054; 57876811100; 15818894800; 7005046260,2020,6,10.4028/www.scientific.net/MSF.1012.308,https://www.scopus.com/pages/publications/85096496163?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cheng J.; Dai J.; Jin J.; Qiu L.; Fang G.; Li Z.; Sun Y.; Bi S.,"Cheng, Jiongjia (23026770200); Dai, Jianyuan (57198486503); Jin, Jing (55230685200); Qiu, Li (59093059800); Fang, Guiyin (7201871217); Li, Zhiguo (57191699301); Sun, Yongbo (56174872500); Bi, Shuping (7101633660)",23026770200; 57198486503; 55230685200; 59093059800; 7201871217; 57191699301; 56174872500; 7101633660,2009,6,10.1016/j.tsf.2009.01.039,https://www.scopus.com/pages/publications/64349105872?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zaabar A.; Aitout R.; Amoura D.; Maizia R.; Ait Abdesselam D.; Makhloufi L.; Saidani B.,"Zaabar, A. (55657327000); Aitout, R. (12765930300); Amoura, D. (56688583800); Maizia, R. (57192696082); Ait Abdesselam, D. (57223150825); Makhloufi, L. (6602237752); Saidani, B. (6602070971)",55657327000; 12765930300; 56688583800; 57192696082; 57223150825; 6602237752; 6602070971,2021,7,10.1142/S0218625X21500840,https://www.scopus.com/pages/publications/85108113778?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Triana V.; Lizarazo-Marriaga J.; Flórez J.O.,"Triana, Víctor (55991177700); Lizarazo-Marriaga, Juan (28267759900); Flórez, Jhon Olaya (59569232400)",55991177700; 28267759900; 59569232400,2013,13,10.1590/S1516-14392013005000178,https://www.scopus.com/pages/publications/84891823127?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang Z.; Zhou H.; Chen Z.; Zhu Y.; He F.; Xiang N.; Wang Y.,"Wang, Zeda (57226128838); Zhou, Houming (18234286500); Chen, Zixin (57226128152); Zhu, Yuxu (57226114594); He, Fangjia (57226116562); Xiang, Nanxin (57970326900); Wang, Yuhao (59425962800)",57226128838; 18234286500; 57226128152; 57226114594; 57226116562; 57970326900; 59425962800,2023,10,10.1016/j.ijleo.2022.170279,https://www.scopus.com/pages/publications/85143327380?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sethi A.; Mohanty I.; Misra S.; Chakraborty R.; Saha P.,"Sethi, Abhijeet (36784857200); Mohanty, Ipsita (57222999124); Misra, Saurav (57200516326); Chakraborty, Rajib (7202348915); Saha, Partha (57214847553)",36784857200; 57222999124; 57200516326; 7202348915; 57214847553,2024,12,10.1016/j.surfcoat.2024.131268,https://www.scopus.com/pages/publications/85202192450?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
