"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Jeng T.-M.; Tzeng S.-C.; Lin Y.-C.","Jeng, Tzer-Ming (8601273200); Tzeng, Sheng-Chung (7102465099); Lin, Yu-Chuan (57207224552)","8601273200; 7102465099; 57207224552","Experimental study of heat transfer enhancement of inserted LED lamp by the closed-cell aluminum-foam ceiling","2015","11","10.1016/j.icheatmasstransfer.2015.06.001","https://www.scopus.com/pages/publications/84934299360?origin=resultslist"
"Gong S.; Lei Y.; Li X.; Li J.; Jiang Z.; He Y.; Li Y.; Sun Z.; Song H.; Chen X.","Gong, Shengxin (57222189717); Lei, Yaofei (56746996200); Li, Xin (59450942000); Li, Jialin (58871362500); Jiang, Zhijie (57224562814); He, Yu (58927974600); Li, Yiming (60392951200); Sun, Ziyu (57857744500); Song, Huaihe (7404037194); Chen, Xiaohong (56864966100)","57222189717; 56746996200; 59450942000; 58871362500; 57224562814; 58927974600; 60392951200; 57857744500; 7404037194; 56864966100","New strategy to further enhance the thermal insulation performance of silica aerogel: Decline the macropore content between skeletons","2024","9","10.1016/j.jnoncrysol.2024.122915","https://www.scopus.com/pages/publications/85187237510?origin=resultslist"
"Simamora B.F.; Lee J.Y.","Simamora, Benrico Fredi (58996106300); Lee, Jae Young (55928224800)","58996106300; 55928224800","Thermal hydraulic characteristic of thermosyphon pressurized with non-condensable gas","2024","5","10.1016/j.ijheatmasstransfer.2024.125599","https://www.scopus.com/pages/publications/85190947325?origin=resultslist"
"Irudayaraj J.; Wu Y.; Ghazanfari A.; Yang W.","Irudayaraj, Joseph (7006580195); Wu, Yun (56093278800); Ghazanfari, Ahamad (15135585500); Yang, Weihua (56141460100)","7006580195; 56093278800; 15135585500; 56141460100","Application of simultaneous heat, mass, and pressure transfer equations to timber drying","1996","9","10.1080/10407789608913838","https://www.scopus.com/pages/publications/0030212520?origin=resultslist"
"Sakly A.; Jemni A.; Lagonotte P.; Petit D.","Sakly, A. (57225791546); Jemni, A. (57224127732); Lagonotte, P. (6602721554); Petit, D. (7004452411)","57225791546; 57224127732; 6602721554; 7004452411","Estimation of the effective thermal properties in a metallic medium by an inverse technique using temperatures measurements","2011","7","10.36884/jafm.4.04.11942","https://www.scopus.com/pages/publications/80053022944?origin=resultslist"
"Sharipova A.; Shafiee M.; Lotfi M.; Elahi F.","Sharipova, Altynay (36474115600); Shafiee, Mojtaba (25932344900); Lotfi, Marzieh (55771313800); Elahi, Farshid (58482120300)","36474115600; 25932344900; 55771313800; 58482120300","Synergistic effect of synthesized Fe3O4@Graphene oxide nanohybrids on heat transfer enhancement and flow efficiency in nanofluids for advanced thermal applications","2025","5","10.1016/j.ijthermalsci.2025.109878","https://www.scopus.com/pages/publications/105000569320?origin=resultslist"
"Kilic G.A.","Kilic, Gulenay Alevay (57023494200)","57023494200","Performance Evaluation of Triply Periodic Minimal Surface Heat Exchangers Using Nanofluids at High Flow Rates for Enhanced Energy Efficiency","2025","9","10.3390/app15084140","https://www.scopus.com/pages/publications/105003721237?origin=resultslist"
"Elmnefi M.; Abdullah R.","Elmnefi, Mohamed (56012600700); Abdullah, Raed (57536342600)","56012600700; 57536342600","EXPERIMENTAL STUDY OF HEAT TRANSFER ENHANCEMENT USING Al2O3/WATER AND TiO2/WATER NANOFLUIDS IN A SHELL-AND-TUBE HEAT EXCHANGER","2021","10","10.1615/HeatTransRes.2021040183","https://www.scopus.com/pages/publications/85126669995?origin=resultslist"
"Petrovic M.M.; Stevanovic V.D.","Petrovic, Milan M. (57195967914); Stevanovic, Vladimir D. (7003854350)","57195967914; 7003854350","Coupled two-fluid flow and wall heat conduction modeling of nucleate pool boiling","2021","9","10.1080/10407782.2021.1935047","https://www.scopus.com/pages/publications/85108001958?origin=resultslist"
"Godi N.Y.","Godi, Nahum Y. (56707485400)","56707485400","Thermal performance maximisation in a complex heat exchanger with solid and hollow cylindrical fins","2024","10","10.1016/j.icheatmasstransfer.2024.107286","https://www.scopus.com/pages/publications/85184061215?origin=resultslist"
"Dinker A.; Agarwal M.; Agarwal G.D.","Dinker, Abhay (55925290100); Agarwal, Madhu (35738538200); Agarwal, G.D. (34874512000)","55925290100; 35738538200; 34874512000","Experimental thermal performance study of natural graphite as sensible heat storage material using different heat transfer fluids","2018","9","10.1080/08916152.2017.1405101","https://www.scopus.com/pages/publications/85035116234?origin=resultslist"
"Kromann Gary B.; Argento Christopher W.","Kromann, Gary B. (6603888830); Argento, Christopher W. (57196912463)","6603888830; 57196912463","Thermal enhancements for a plastic-ball-grid array interconnect technology: Computational fluids dynamics modeling and characterization for low-velocity air-cooling","1996","8","","https://www.scopus.com/pages/publications/0029698945?origin=resultslist"
"Nallusamy N.; Roy R.; Surya A.","Nallusamy, N. (14619726100); Roy, Rahul (57193275884); Surya, A. (57212678268)","14619726100; 57193275884; 57212678268","Experimental investigation on heat transfer enhancement of latent heat storage system containing spherical capsules with internal hollow and solid fins","2019","6","10.1063/1.5127592","https://www.scopus.com/pages/publications/85074271785?origin=resultslist"
"Kulkarni N.J.; Mandal D.; Mathpati C.S.; Dalvi V.H.","Kulkarni, Niraj J. (57197677041); Mandal, Debapriya (57220649012); Mathpati, Channamallikarjun S. (23091666600); Dalvi, Vishwanath H. (36462316000)","57197677041; 57220649012; 23091666600; 36462316000","Modeling and validation of heat transfer in packed bed with internal heat generation","2020","6","10.1002/htj.21755","https://www.scopus.com/pages/publications/85097802482?origin=resultslist"
"Ueki Y.; Oyabu T.; Shibahara M.","Ueki, Yoshitaka (34168348700); Oyabu, Tomoya (57209640809); Shibahara, Masahiko (7005167142)","34168348700; 57209640809; 7005167142","Experimental study of influence of nanoparticles adhesion and sedimentation layer on solid-liquid interfacial thermal resistance","2020","13","10.1016/j.icheatmasstransfer.2020.104807","https://www.scopus.com/pages/publications/85089381476?origin=resultslist"
"Raj B.S.; Chandy A.J.","Raj, Bebhash S. (57566060500); Chandy, Abhilash J. (6602326913)","57566060500; 6602326913","Numerical investigations of flow and heat transfer of polymer melt in underwater extrusion pelletizers","2022","7","10.1016/j.ijheatmasstransfer.2022.122899","https://www.scopus.com/pages/publications/85127758016?origin=resultslist"
"Streza M.; Grad O.; Lazar D.; Depriester M.; Longuemart S.; Sahraoui A.H.; Blanita G.; Lupu D.","Streza, M. (15837966900); Grad, O. (39863929000); Lazar, D. (16199863900); Depriester, M. (8543802700); Longuemart, S. (6603097205); Sahraoui, A.H. (6602658043); Blanita, G. (13204729500); Lupu, D. (7004270496)","15837966900; 39863929000; 16199863900; 8543802700; 6603097205; 6602658043; 13204729500; 7004270496","Hybrid MOFs-graphene composites: Correlation between thermal transport and kinetics of hydrogen adsorption","2019","14","10.1016/j.ijheatmasstransfer.2019.118539","https://www.scopus.com/pages/publications/85070587543?origin=resultslist"
"Latini G.; Nicola G.D.; Pierantozzi M.; Coccia G.; Tomassetti S.","Latini, G. (7006198660); Nicola, G. Di (57202130042); Pierantozzi, M. (55350858200); Coccia, G. (55203350100); Tomassetti, S. (57194852864)","7006198660; 57202130042; 55350858200; 55203350100; 57194852864","Artificial Neural Network Modeling of Liquid Thermal Conductivity for alkanes, ketones and silanes","2017","7","10.1088/1742-6596/923/1/012054","https://www.scopus.com/pages/publications/85035224984?origin=resultslist"
"Henrich F.; Rahn H.; Odenbach S.","Henrich, Franziska (55809494700); Rahn, Helene (24173452000); Odenbach, Stefan (57203238713)","55809494700; 24173452000; 57203238713","Heat transition during magnetic heating treatment: Study with tissue models and simulation","2015","9","10.1016/j.jmmm.2014.09.006","https://www.scopus.com/pages/publications/84923084787?origin=resultslist"
"He Y.; Song Y.; Yuan Y.; Yang L.; Zhang N.","He, Yu (57754500900); Song, Yanlin (57201087597); Yuan, Yanping (16026137400); Yang, Li (57205186933); Zhang, Nan (56982198100)","57754500900; 57201087597; 16026137400; 57205186933; 56982198100","Experimental investigation on the supercooling and heat conduction of sodium acetate trihydrate/copper foam/YSZ composite phase change material","2021","11","10.1007/s10973-020-09456-7","https://www.scopus.com/pages/publications/85081040737?origin=resultslist"
"Yuan F.; Yu W.; Lin J.","Yuan, Fangyang (55884583600); Yu, Wei (59525669600); Lin, Jianzhong (55553691300)","55884583600; 59525669600; 55553691300","Numerical study of the effects of nanorod aspect ratio on Poiseuille flow and convective heat transfer in a circular minichannel","2020","11","10.1007/s10404-020-02370-2","https://www.scopus.com/pages/publications/85088233555?origin=resultslist"
"Xodjiev N.; Juraev Sh.; Kurbanov K.; Sultonov S.; Axatov D.; Babayev A.","Xodjiev, N. (57768743200); Juraev, Sh. (57216917208); Kurbanov, K. (58775318000); Sultonov, S. (57768006700); Axatov, D. (57768006800); Babayev, A. (57218421496)","57768743200; 57216917208; 58775318000; 57768006700; 57768006800; 57218421496","Analysis of the Resource-Saving Method for Calculating the Heat Balance of the Installation of Hot-Water Heating Boilers","2022","9","10.1063/5.0090455","https://www.scopus.com/pages/publications/85132970677?origin=resultslist"
"Joseph M.; Jitheesh E.V.; Sajith V.","Joseph, Mathew (57275977900); Jitheesh, E.V. (57222957991); Sajith, V. (16426553800)","57275977900; 57222957991; 16426553800","Experimental investigation on the cooling performance of polystyrene encapsulated n-Docosane based nanofluid in mini channel heat sink","2021","10","10.1007/s00231-021-03068-z","https://www.scopus.com/pages/publications/85104273289?origin=resultslist"
"Yoon M.K.; Kauh S.K.","Yoon, M.K. (7202341647); Kauh, S. Ken (6602150738)","7202341647; 6602150738","Thermal analysis of a small, totally enclosed, fan-cooled induction motor","2005","9","10.1080/01457630590916310","https://www.scopus.com/pages/publications/17444400113?origin=resultslist"
"Batur Çolak A.","Batur Çolak, Andaç (57216657788)","57216657788","Advancing nanofluid technology: Experimental thermal conductivity measurements and accurate predictive models for yttrium oxide-water nanofluid using neural networks and mathematical correlations","2025","6","10.1080/10407790.2023.2300691","https://www.scopus.com/pages/publications/105002655807?origin=resultslist"
"Luo Y.; Liu G.; Zou L.-L.; Yu B.-K.; Wang X.-D.","Luo, Yi (56158150100); Liu, Gang (57198573350); Zou, Liang-Liang (55916611800); Yu, Bei-Ke (56038642500); Wang, Xiao-Dong (56039570800)","56158150100; 57198573350; 55916611800; 56038642500; 56039570800","Thermal behavior investigation of silicon-Pyrex micro heat pipe","2014","6","10.1063/1.4861209","https://www.scopus.com/pages/publications/84894219678?origin=resultslist"
"Hayrullin A.; Sinyavin A.; Haibullina A.; Ilyin V.","Hayrullin, Aidar (57197707507); Sinyavin, Alex (57217933156); Haibullina, Aigul (57197707535); Ilyin, Vladimir (57191251934)","57197707507; 57217933156; 57197707535; 57191251934","Experimental investigation of the heat transport and pressure drop in open-cell polyurethane foams","2023","5","10.1016/j.ijheatmasstransfer.2023.124709","https://www.scopus.com/pages/publications/85171645150?origin=resultslist"
"Wang X.-Y.; Liu N.; Zhao R.; Nian Y.-L.; Cheng W.-L.","Wang, Xiang-Yang (37084633500); Liu, Na (57195962929); Zhao, Rui (57199371946); Nian, Yong-Le (55698561200); Cheng, Wen-Long (9245600800)","37084633500; 57195962929; 57199371946; 55698561200; 9245600800","Inverse Identification of Temperature-Dependent Thermal Conductivity for Charring Ablators","2021","5","10.1007/s10765-020-02781-x","https://www.scopus.com/pages/publications/85099348507?origin=resultslist"
"Zhang B.-M.; Xie W.-H.; Du S.-Y.; Zhao S.-Y.","Zhang, Bo-Ming (56229895900); Xie, Wei-Hua (15764191100); Du, Shan-Yi (7202757480); Zhao, Shu-Yuan (8951436100)","56229895900; 15764191100; 7202757480; 8951436100","An experimental study of effective thermal conductivity of high temperature insulations","2008","8","10.1115/1.2804946","https://www.scopus.com/pages/publications/42649132019?origin=resultslist"
"Goharkhah M.; Gharehkhani S.; Fallah S.; Ashjaee M.","Goharkhah, Mohammad (33367643000); Gharehkhani, Samira (56066992400); Fallah, Sepehr (57205078308); Ashjaee, Mehdi (8915570300)","33367643000; 56066992400; 57205078308; 8915570300","Dynamic measurement of ferrofluid thermal conductivity under an external magnetic field","2019","8","10.1007/s00231-018-02546-1","https://www.scopus.com/pages/publications/85058462626?origin=resultslist"
"Ahmadi I.","Ahmadi, Isa (35726636400)","35726636400","Evaluation of effective thermal diffusivity and conductivity of fibrous materials through computational micromechanics","2017","14","10.1007/s00231-016-1813-6","https://www.scopus.com/pages/publications/85007575695?origin=resultslist"
"Orea D.; Anand N.K.; Hassan Y.A.","Orea, Daniel (57205622201); Anand, N.K. (7102142103); Hassan, Yassin A. (7102596978)","57205622201; 7102142103; 7102596978","Experimental analysis of temperature and vapor core pressure for an annular heat pipe","2023","7","10.1063/5.0156589","https://www.scopus.com/pages/publications/85173521406?origin=resultslist"
"Okafor P.-E.; Tang G.","Okafor, Peter-Ebuka (58247129300); Tang, Guihua (7401634105)","58247129300; 7401634105","Gas-solid coupling in a randomly distributed ceramic nanofibrous aerogel","2024","11","10.1016/j.ijthermalsci.2024.108988","https://www.scopus.com/pages/publications/85186515233?origin=resultslist"
"Boizumault F.; Harmand S.; Desmet B.","Boizumault, F. (7801411225); Harmand, S. (6603283837); Desmet, B. (6701767375)","7801411225; 6603283837; 6701767375","Local convective heat transfer past the junction of channels of rectangular cross-section","1999","9","10.1007/s003480050364","https://www.scopus.com/pages/publications/0033207392?origin=resultslist"
"Ambigai R.; Prabhu S.","Ambigai, R. (56656433300); Prabhu, S. (58790902900)","56656433300; 58790902900","Fuzzy logic algorithm-based optimization of heat transfer and thermal conductivity behaviour of Al–Si3N4 Nano and Al–Gr–Si3N4 hybrid composite","2022","6","10.1007/s10973-021-10799-y","https://www.scopus.com/pages/publications/85105282437?origin=resultslist"
"Xu Z.; Wang J.; Pan L.; Qiu X.","Xu, Zhaolai (58044807200); Wang, Jun (55907835200); Pan, Liao (56717099000); Qiu, Xiaolin (54409270100)","58044807200; 55907835200; 56717099000; 54409270100","Experimental, numerical and theoretical study on heat transfer in paper honeycomb structure","2023","9","10.1016/j.ijthermalsci.2022.108108","https://www.scopus.com/pages/publications/85145773360?origin=resultslist"
"Mustafa J.; Alqaed S.; Sharifpur M.; Alharthi M.A.","Mustafa, Jawed (57191250974); Alqaed, Saeed (57219123803); Sharifpur, Mohsen (23092177300); Alharthi, Mathkar A. (57214822573)","57191250974; 57219123803; 23092177300; 57214822573","Combined simulation of molecular dynamics and computational fluid dynamics to predict the properties of a nanofluid flowing inside a micro-heatsink by modeling a radiator with holes on its fins","2022","9","10.1016/j.molliq.2022.119727","https://www.scopus.com/pages/publications/85133552625?origin=resultslist"
"Singh A.K.; Chaudhary D.R.","Singh, Ashok K. (58604007000); Chaudhary, D.R. (7005948937)","58604007000; 7005948937","Evaluation of heat and moisture transfer properties in a frozen-unfrozen water-soil system","1995","14","10.1016/0017-9310(94)00283-2","https://www.scopus.com/pages/publications/0029108906?origin=resultslist"
"Ma X.; Li H.; Wang D.; Li C.; Wei Y.","Ma, Xiaosong (57219474074); Li, Hao (58431964200); Wang, Dezhi (57161108200); Li, Chunbao (56473068400); Wei, Yongqi (36926746200)","57219474074; 58431964200; 57161108200; 56473068400; 36926746200","Simulation and Experimental Substantiation of the Thermal Properties of Non-Autoclaved Aerated Concrete with Recycled Concrete Powder","2022","12","10.3390/ma15238341","https://www.scopus.com/pages/publications/85143792814?origin=resultslist"
"Kong D.; Zhang Y.; Liu S.","Kong, Dekui (57203856563); Zhang, Yongcun (22837286700); Liu, Shutian (35264553700)","57203856563; 22837286700; 35264553700","Enhanced Natural Convection for Accelerating Melting of Phase Change Material in Cellular Structure through Inserting Fin","2024","5","10.1007/s11630-023-1841-8","https://www.scopus.com/pages/publications/85165930528?origin=resultslist"
"Yao F.; Chen X.; Liu X.; Zhou H.; Chen Y.","Yao, Feng (54790367400); Chen, Xi (57189333742); Liu, Xiangdong (56088856500); Zhou, Hua (57209108476); Chen, Yongping (56028445800)","54790367400; 57189333742; 56088856500; 57209108476; 56028445800","Experimental study on heat transfer characteristics of pulsating heat pipe under vibration environment","2025","8","10.1016/j.ijthermalsci.2024.109502","https://www.scopus.com/pages/publications/85207774379?origin=resultslist"
"Cakmak N.K.","Cakmak, Nese Keklikcioglu (57211391402)","57211391402","Experimental study of thermal conductivity of boric acid–water solutions","2019","5","10.1615/HeatTransRes.2019029377","https://www.scopus.com/pages/publications/85074204282?origin=resultslist"
"Bhowmik H.; Tou K.W.","Bhowmik, H. (6506820592); Tou, K.W. (7004202419)","6506820592; 7004202419","Experimental study of transient forced convection heat transfer from simulated electronic chips","2005","7","10.1007/s00231-004-0598-1","https://www.scopus.com/pages/publications/17744375381?origin=resultslist"
"Chen H.; Wu X.; Yang L.; Xie H.; Li C.; Chang W.","Chen, Haikang (57386767800); Wu, Xin (59908854100); Yang, Lantao (59321947300); Xie, Haidong (59908854200); Li, Chen (56923859400); Chang, Wei (57189645399)","57386767800; 59908854100; 59321947300; 59908854200; 56923859400; 57189645399","Experimental study on the coupling effect of filling ratio and inclination angle of dropwise condensation enhanced heat pipes with graphene coatings","2025","5","10.1016/j.ijheatmasstransfer.2025.127551","https://www.scopus.com/pages/publications/105011163317?origin=resultslist"
"Shekhar R.; Boeck L.R.; Uber C.; Gerlach U.","Shekhar, Rajiv (55540612900); Boeck, Lorenz R. (56377915500); Uber, Carsten (57156529900); Gerlach, Udo (7005770422)","55540612900; 56377915500; 57156529900; 7005770422","Ignition of a hydrogen–air mixture by low voltage electrical contact arcs","2017","12","10.1016/j.combustflame.2017.08.006","https://www.scopus.com/pages/publications/85028948271?origin=resultslist"
"Zhang H.; Zheng T.; Gnade B.; Cho K.","Zhang, Hengji (36490926300); Zheng, Tao (57214218251); Gnade, Bruce (7006574973); Cho, Kyeongjae (37042877400)","36490926300; 57214218251; 7006574973; 37042877400","The effect of point defects and nanoparticles on thermal conductivity of magnesium silicide","2015","9","10.1016/j.commatsci.2015.03.014","https://www.scopus.com/pages/publications/84928471551?origin=resultslist"
"Alsabery A.I.; Roslan R.; Al-Smail J.H.; Hashim I.","Alsabery, A.I. (56705372300); Roslan, R. (36911710300); Al-Smail, J.H. (54408059000); Hashim, I. (10043682500)","56705372300; 36911710300; 54408059000; 10043682500","Effects of internal heat generation and partial heating on transient natural convection in an inclined porous cavity using LTNE model","2020","9","10.1615/JPorMedia.2020025738","https://www.scopus.com/pages/publications/85079779009?origin=resultslist"
"Onyiriuka E.J.","Onyiriuka, Ekene J. (57203358850)","57203358850","Single phase nanofluid thermal conductivity and viscosity prediction using neural networks and its application in a heated pipe of a circular cross section","2023","5","10.1002/htj.22838","https://www.scopus.com/pages/publications/85149291887?origin=resultslist"
"Blazejczyk A.; Jastrzebski C.; Wierzbicki M.","Blazejczyk, Aurelia (57203860889); Jastrzebski, Cezariusz (6506512332); Wierzbicki, Michał (55778048100)","57203860889; 6506512332; 55778048100","Change in conductive-radiative heat transfer mechanism forced by graphite microfiller in expanded polystyrene thermal insulation-experimental and simulated investigations","2020","14","10.3390/ma13112626","https://www.scopus.com/pages/publications/85086900114?origin=resultslist"
"Le Brun N.; Markides C.N.","Le Brun, Niccolò (56919450700); Markides, Christos N. (8287822500)","56919450700; 8287822500","A Galinstan-Filled Capillary Probe for Thermal Conductivity Measurements and Its Application to Molten Eutectic KNO3–NaNO3–NO2 (HTS) up to 700 K","2015","9","10.1007/s10765-015-1986-0","https://www.scopus.com/pages/publications/84949101476?origin=resultslist"
"Jiao A.; Jeong S.; Ma H.B.","Jiao, Anjun (56253522100); Jeong, Sangkwon (7402425185); Ma, H.B. (55486028800)","56253522100; 7402425185; 55486028800","Heat transfer characteristics of cryogenic helium gas through a miniature tube with a large temperature difference","2004","8","10.1016/j.cryogenics.2004.05.005","https://www.scopus.com/pages/publications/4344624129?origin=resultslist"
"Bartlett R.F.; Viskanta R.","Bartlett, R.F. (7201859074); Viskanta, R. (7103221740)","7201859074; 7103221740","Enhancement of forced convection in an asymmetrically heated duct filled with high thermal conductivity porous media","1996","11","10.1615/JEnhHeatTransf.v3.i4.50","https://www.scopus.com/pages/publications/0029721124?origin=resultslist"
"Li B.; Jin S.; Xue B.; Liang L.; Lu G.-H.","Li, Bingchen (57210920251); Jin, Shuo (7401822431); Xue, Bowen (57703473300); Liang, Linyun (36057923400); Lu, Guang-Hong (13807980600)","57210920251; 7401822431; 57703473300; 36057923400; 13807980600","Phase-field microstructure-based effective thermal conductivity calculations in tungsten","2022","9","10.1088/1741-4326/ac6284","https://www.scopus.com/pages/publications/85130549741?origin=resultslist"
"Zhang X.; Adapa S.; Feng T.; Zeng J.; Chung K.M.; Ho C.; Albrecht K.; Chen R.","Zhang, Xintong (60626081500); Adapa, Sarath (57224521875); Feng, Tianshi (57218932915); Zeng, Jian (56549349400); Chung, Ka Man (57214884644); Ho, Clifford (7404653697); Albrecht, Kevin (56428642600); Chen, Renkun (23391782200)","60626081500; 57224521875; 57218932915; 56549349400; 57214884644; 7404653697; 56428642600; 23391782200","Micromechanical origin of heat transfer to granular flow","2024","8","10.1103/PhysRevE.109.L042902","https://www.scopus.com/pages/publications/85190509711?origin=resultslist"
"Grain A.K.; Singh N.K.; Maurya S.S.; Pandey K.K.; Ghosh S.K.; Keshri A.K.","Grain, Abhishek Kumar (58876141000); Singh, Navneet K. (57222188561); Maurya, Shubhendra Shivam (57814359000); Pandey, Krishna Kant (59642467900); Ghosh, Subir Kumar (55478975600); Keshri, Anup Kumar (35205917600)","58876141000; 57222188561; 57814359000; 59642467900; 55478975600; 35205917600","Enhancing high-temperature wear resistance of plasma-sprayed NiCrBSi coatings with nanodiamond reinforcement","2024","9","10.1016/j.diamond.2024.111748","https://www.scopus.com/pages/publications/85208487906?origin=resultslist"
"Karagiannakis N.P.; Bali N.; Skouras E.D.; Burganos V.N.","Karagiannakis, Nikolaos P. (57031785200); Bali, Nadia (57192095901); Skouras, Eugene D. (6602453276); Burganos, Vasilis N. (7003272833)","57031785200; 57192095901; 6602453276; 7003272833","An efficient meshless numerical method for heat conduction studies in particle aggregates","2020","9","10.3390/app10030739","https://www.scopus.com/pages/publications/85081556698?origin=resultslist"
"Mansouri M.; Zamzamian S.A.H.","Mansouri, Mohsen (57530757000); Zamzamian, Seyed Amir Hossein (58985690900)","57530757000; 58985690900","Experimental studies on the heat transfer characteristics of alumina/water nanofluid inside a helical coil tube","2021","7","10.1007/s00231-020-02976-w","https://www.scopus.com/pages/publications/85091776918?origin=resultslist"
"Dmitruk A.; Naplocha K.; Kaczmar J.W.; Smykowski D.","Dmitruk, Anna (57194851091); Naplocha, Krzysztof (24329937400); Kaczmar, Jacek W. (6602584806); Smykowski, Daniel (55633363600)","57194851091; 24329937400; 6602584806; 55633363600","Pin-fin metal alloy structures enhancing heat transfer in PCM-based heat storage units","2020","13","10.1007/s00231-020-02861-6","https://www.scopus.com/pages/publications/85082927471?origin=resultslist"
"Wang T.; Jin Y.; Alam F.","Wang, Tianqi (57457053700); Jin, Yingai (35200753800); Alam, Firoz (7003878721)","57457053700; 35200753800; 7003878721","Study on Phase Change Materials’ Heat Transfer Characteristics of Medium Temperature Solar Energy Collection System","2024","11","10.3390/ma17215159","https://www.scopus.com/pages/publications/85208440936?origin=resultslist"
"Kouidri A.; Madani B.","Kouidri, Ahmed (56812451100); Madani, Brahim (16175687400)","56812451100; 16175687400","Experimental study of forced convection through various metallic foam samples: effect of effective thermal conductivity on Nusselt correlation","2023","5","10.1007/s10973-022-11779-6","https://www.scopus.com/pages/publications/85142693539?origin=resultslist"
"Buffone C.","Buffone, Cosimo (6506123211)","6506123211","A novel approach for heat transfer enhancement in composite fins","2019","5","10.1016/j.ijheatmasstransfer.2018.10.124","https://www.scopus.com/pages/publications/85055906503?origin=resultslist"
"Shen H.; Ye Q.; Meng G.","Shen, Hangming (56388999700); Ye, Qian (35933823500); Meng, Guoxiang (15844079500)","56388999700; 35933823500; 15844079500","The Simplified Analytical Models for Evaluating the Heat Transfer Performance of High-Porosity Metal Foams","2018","10","10.1007/s10765-018-2405-0","https://www.scopus.com/pages/publications/85048272836?origin=resultslist"
"Borode A.; Tshephe T.; Olubambi P.; Sharifpur M.; Meyer J.","Borode, Adeola (57193079674); Tshephe, Thato (56575083600); Olubambi, Peter (12783534000); Sharifpur, Mohsen (23092177300); Meyer, Josua (7406101417)","57193079674; 56575083600; 12783534000; 23092177300; 7406101417","Effects of temperature and nanoparticle mixing ratio on the thermophysical properties of GNP–Fe2O3 hybrid nanofluids: an experimental study with RSM and ANN modeling","2024","11","10.1007/s10973-024-13029-3","https://www.scopus.com/pages/publications/85192939459?origin=resultslist"
"Zeng J.; Chung K.M.; Zhang X.; Feng T.; Adapa S.; Chen R.","Zeng, Jian (56549349400); Chung, Ka Man (57214884644); Zhang, Xintong (60626081500); Feng, Tianshi (57218932915); Adapa, Sarath (57224521875); Chen, Renkun (23391782200)","56549349400; 57214884644; 60626081500; 57218932915; 57224521875; 23391782200","CHARACTERIZATION AND UNDERSTANDING OF THERMAL TRANSPORT IN STATIONARY AND MOVING PARTICLE BEDS FOR CONCENTRATING SOLAR POWER","2022","9","10.1615/AnnualRevHeatTransfer.2022045359","https://www.scopus.com/pages/publications/85162767890?origin=resultslist"
"Tao Q.; Su C.; Chen M.; Deng Y.; Wang Y.; Li J.; Bargal M.H.S.","Tao, Qi (57212536010); Su, Chuqi (8569636400); Chen, Ming (57220646233); Deng, Yadong (8656522400); Wang, Yiping (56013436500); Li, Jing (55976837200); Bargal, Mohamed H.S. (57210910750)","57212536010; 8569636400; 57220646233; 8656522400; 56013436500; 55976837200; 57210910750","Experimental investigation on heat transfer enhancement of a radiator in a simulated pemfc cooling system using hexagonal boron nitride nanofluids","2021","12","10.1615/HEATTRANSRES.2021036147","https://www.scopus.com/pages/publications/85107266260?origin=resultslist"
"Kostornov A.G.; Shapoval A.A.; Lalor M.J.; Mgaloblishvili O.; Legros J.C.","Kostornov, A.G. (7006928200); Shapoval, A.A. (7006289750); Lalor, M.J. (7007033001); Mgaloblishvili, O. (22433257100); Legros, J.C. (7103013165)","7006928200; 7006289750; 7007033001; 22433257100; 7103013165","A study of heat transfer in heat pipe evaporators with metal fiber capillary structures","2012","9","10.1615/JEnhHeatTransf.2011002709","https://www.scopus.com/pages/publications/84860444922?origin=resultslist"
"Che Z.; Wang T.; Sun F.; Jiang Y.","Che, Zhanxun (57221806883); Wang, Tao (59565283500); Sun, Fangyuan (55258634400); Jiang, Yuyan (56193042600)","57221806883; 59565283500; 55258634400; 56193042600","Research on heat transfer capability of liquid film in three-phase contact line area","2022","7","10.1016/j.ijheatmasstransfer.2022.123158","https://www.scopus.com/pages/publications/85133491254?origin=resultslist"
"Hofmeister A.M.","Hofmeister, Anne M. (7006775623)","7006775623","Dependence of heat transport in solids on length-scale, pressure, and temperature: Implications for mechanisms and thermodynamics","2021","13","10.3390/ma14020449","https://www.scopus.com/pages/publications/85099777754?origin=resultslist"
